Title,Description,assistant,senior,associate,director,entry,executive,supervisor,sr,lead,trainee,leader,experienced,intern,president,owner,junior,principal,vice,jr,chief,student,vp,exec,supv,dir,executives,avp,associat,associa,supervisors,sup,supervising,seniors,principals,superviosr,execuitve
lpn ma 8 00am 5 00pm,lpn ma full time 14 50 hour allergy office email letters of recommendation and resume to ronsaff aol com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sales position,company overview founded in 1964 capelouto termite pest control is one of the top 100 pest control companies in the united states as the largest and most trusted termite pest control company in our service area we are committed to providing outstanding service to our customers we are also dedicated to our employees offering careers that are challenging and rewarding find out more about us at http www capelouto com job description we are seeking a career minded individual to join our company as an outside sales professional the successful candidate will become part of a top flight team and will be responsible for growing the company through the successful attainment of sales goals this is an excellent opportunity for someone who enjoys prospecting creativity and interacting with people and businesses the successful candidate will be responsible for covering sales leads and developing leads by their own creative effort the successful candidate will be responsible for involvement in local trade shows and organizations and closing new business requirements high school diploma or equivalent good driving record strong work ethic energetic highly motivated and creative neat and professional appearance strong interpersonal and customer service skills able to work in team and individual environments no previous sales experience required no travel required we offer excellent compensation package which includes a guaranteed base salary and incentive bonuses complete training program to ensure success company vehicle for appointments company cell phone provided established sales territory personal time off health insurance 401 k source tallahassee democrat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
new sales are you a closer,new sales are you a closer are you excellent with people have you been told that you need to be in sales if so a new division within a fortune 500 company in the tallahassee area is looking for you average pay is between 700 1000 per week however our top reps average 1500 2000 per week experience a plus but not necessary please call 850 391 5158 and send resume to jobs201256 yahoo com source tallahassee democrat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
executive director s,executive director suwannee river water management district srwmd srwmd live oak fl is actively seeking an executive director for additional employment information and instruction to apply visit www mysuwannee river com or contact lisa cheshire human resources 386 362 1001 closing date and time april 16 2012 5 00 pm eoe vet pref drug free workplace source tallahassee democrat,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lpn ma 8 00am to 3,lpn ma full time 14 50 hour allergy office email letters of recommendation and resumeto ronsaff aol com source tallahassee democrat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mortgage servicing specialist,snelling staffing services is a full service workforce solutions provider serving temporary contract and direct hire staffing needs in business since 1951 snelling has 100 office locations throughout the united states snelling staffing services is committed to helping businesses candidates and communities prosper by creating successful employment connections position is working with a national title insurance and real estate services company in houston tx direct hire opportunity responsibilities reviews servicing files to determine if all required loss mitigation activities were handled and documented review foreclosed loans evaluate whether or not they were processed correctly review and compiles fully documented loan histories imaged documents and information available from all sources to determine if it validates the foreclosure decision assemble documents data and information from multiple systems and organize them as required communicate errors to appropriate personnel for resolution review documents extract appropriate data elements and enter load them into required template or system provides documentation for any exceptions and escalations as necessary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mortgage documentation,position is working with a national title insurance and real estate services company in housto national title insurance company offers an exceptional benefits package employee centered work environment and opportunities for professional growth position located in west houston potential direct hire responsibilities reviews servicing files to determine if all required loss mitigation activities were handled and documented review foreclosed loans evaluate whether or not they were processed correctly review and compiles fully documented loan histories imaged documents and information available from all sources to determine if it validates the foreclosure decision assemble documents data and information from multiple systems and organize them as required communicate errors to appropriate personnel for resolution review documents extract appropriate data elements and enter load them into required template or system provides documentation for any exceptions and escalations as necessary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
account receivable associate,account receivable associate able to reconcile payments bank deposits wkly monthly mailout eng span a must exc verbal computer skills dfwp eoe send resume to arposition tropicsupply com sf51733 source south florida sun sentinel,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
electrician helper needed min 3 yr journeyman commercial,electrician helper needed min 3 yr journeyman commercial exp also a min of 2 yrs for helper exp call 954 723 0851 sf072700 source south florida sun sentinel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hardware store manager sales stock associate,hardware store manager reports directly to regional sales manager responsibilities include sales scheduling and supervision of personnel ordering merchandise inventory control and customer relations 5yrs retail mgmt experience preferred bilingual english spanish a plus sales stock associate full time heavy lifting required bilingual english spanish is required french a plus must be available to work saturdays both positions require strong verbal and written communication skills some knowledge of aluminum products hardware plumbing parts air conditioning cabinetry windows doors a plus great benfits package includes company paid employee health insurance 401 k plan paid holidays and vacation dental vision life accident insurance plans are available to all employees employee paid plans drug free workplace visit website and follow instructions to submit application www mobilehomedepot net sf52577 source south florida sun sentinel,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chemist analyst,chemist analyst w experience in wet chemistry bs chemistry or related science is required fax resume to 954 978 3185 sf52734 source south florida sun sentinel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
credentialing specialist,phoenix physicians offers 1 emergency department physician services for hospitals 2 pediatric emergency department physician services for hospitals 3 urgent care physician services for hospitals 4 in house pediatric physician services for hospitals 5 in house obstetric physician services for hospitals 6 job opportunities for physicians 7 job opportunities for physician assistants nurse practitioners and midwives job opening we are currently seeking a credentialing specialist the specialist will credential physicians to ensure their files are thoroughly referenced before being sent to client hospitals job duties 1 obtains verifies and evaluates credentials for physicians and allied health practitioners in accordance with phoenix and jcaho standards 2 coordinates procurement of professional liability insurance on the provider s behalf in performing these tasks the specialist ensures that qualified providers are delivering quality care to patients thereby minimizing the risk of bad patient outcomes 3 coordinates reappointment of privileges at hospitals where the provider holds active privileges 4 forwards initial billing paperwork for each provider to ensure timely receipt and delivery to our enrollment department for enrollment with third party payors enabling the company to bill for provider services 5 prepares and sends the applicant initial credentialing packet 6 performs primary source verifications for every applicant in accordance with company hospital client and jcaho guidelines 7 works closely with his her fellow recruiter and provider relations team members to facilitate getting the applicant s file complete in accordance with scheduling needs but not at the risk of circumventing quality assurance 8 liaison between applicant hospital client and malpractice carrier 9 liaison between provider and medlicense and drug enforcement administration to assist applicant in securing a state medical license or dea registration as needed 10 protects patient information in accordance with hipaa regulations 11 assist applicant in procuring professional liability insurance including enrollment in nica or other state related program as needed facilitation of professional liability insurance applications with insurance companies as directed by the risk manager 12 maintains electronic credentialing files in accordance with company s standardized guidelines 13 must be available to answer questions from applicants clients and billing company staff regarding the credentialing enrollment process 14 facilitate provider reappointment process by coordinating activities between provider and hospital client job qualifications 1 high school diploma or ged 2 2 years of experience credentialing physicians in a hospital environment 3 ability to communicate clearly and effectively 4 skilled in establishing and maintaining working relationships with clients and staff 5 strong computer skills ms word excel powerpoint peoplesoft outlook and internet queries 6 knowledge of jcaho credentialing principles 7 knowledge of standard operating procedures for operations 8 knowledge of hospital requirements bylaws rules and regulations phoenix physicians offers a competitive benefits package 1 hmo ppo health insurance 2 dental insurance 3 vision plan 4 flexible spending accounts 5 paid time off 6 paid holidays 7 401 k retirement plan with employer matching contributions 8 tuition reimbursement 9 life insurance 10 short long term disability 11 corporate gym membership how to apply email resume to jobs phoenixphysicians com or fax 954 714 6357 phoenix physicians is an equal opportunity employer source south florida sun sentinel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
